datetime,Open,High,Low,Close,Volume
20110411,366.51,367.81,366.31,366.79,0
20110412,364.12,365.63,359.66,360.69,0
20110413,361.68,365.33,361.01,362.87,0
20110414,361.4,361.45,358.23,359.81,0
20110415,360.07,360.51,357.45,359.08,0
20110418,358.86,359.56,350.79,352.86,0
20110419,353.78,354.79,352.75,352.75,0
20110420,356.29,360.19,356.29,359.65,0
20110421,360.49,360.57,358.36,359.12,0
20110426,357.28,360.1,357.28,359.61,0
20110427,359.36,361.14,357.11,359.62,0
20110428,360.96,361.51,358.02,359.46,0
20110429,358.41,359.89,357.9,359.73,0
20110502,362.26,363.31,361.42,361.89,0
20110503,360.76,361.53,359.11,360.18,0
20110504,359.46,361.17,355.03,355.81,0
20110505,355.57,357.4,353.11,354.45,0
20110506,355.64,359.71,353.51,359.32,0
20110509,358.13,359.45,354.4,356.12,0
20110510,356.67,361.64,356.28,360.78,0
20110511,361.48,363.11,360.14,360.72,0
20110512,357.53,357.77,355.11,357.2,0
20110513,358.89,358.96,354.34,354.7,0
20110516,352.24,353.19,349.21,352.15,0
20110517,350.81,352.7,347.88,348.37,0
20110518,350.34,350.5,346.67,349.16,0
20110519,350.42,352.29,348.4,350.45,0
20110520,350.94,352.48,346.46,347.84,0
20110523,344.49,344.57,341.84,342.97,0
20110524,342.77,344.79,342.48,343.18,0
20110525,340.84,345.73,340.33,344.98,0
20110526,345.78,346.78,343.38,344.8,0
20110527,347.38,348.33,344.77,346.16,0
20110530,345.47,347.34,345.47,346.3,0
20110531,348.82,351.1,348.56,349.27,0
20110601,350.26,350.38,344.29,346.34,0
20110602,343.67,343.68,341.07,341.07,0
20110603,341.62,341.91,337.35,340.04,0
20110606,338.91,340.48,338.16,339.41,0
20110607,338.95,341.16,338.37,339.02,0
20110608,337.81,338.31,334.24,335.67,0
20110609,335.47,338.44,334.01,337.96,0
20110610,337.62,338.21,333.08,334.05,0
20110613,334.16,335.45,333.33,334.31,0
20110614,335.92,338.27,335.73,336.93,0
20110615,336.85,337.22,333.75,334.22,0
20110616,331.93,332.65,329.36,332.36,0
20110617,331.62,335.36,329.0,333.75,0
20110620,329.1,332.61,329.09,331.9,0
20110621,333.62,336.16,332.98,336.01,0
20110622,335.4,335.4,332.46,334.42,0
20110623,332.72,332.79,326.86,328.72,0
20110624,331.81,332.85,328.29,328.95,0
20110627,327.75,329.3,326.97,328.55,0
20110628,329.12,331.22,327.65,329.9,0
20110629,331.63,335.84,331.57,335.43,0
20110630,336.35,339.53,335.38,339.48,0
20110701,340.08,343.37,338.47,342.75,0
20110704,342.74,343.83,341.96,343.65,0
20110705,342.89,344.67,342.66,343.02,0
20110706,342.82,343.2,340.44,341.58,0
20110707,343.18,347.01,342.04,345.22,0
20110708,346.2,346.85,342.12,342.74,0
20110711,339.96,340.94,334.72,336.12,0
20110712,331.58,333.04,329.04,332.48,0
20110713,329.77,333.36,329.73,333.36,0
20110714,330.17,332.29,329.77,330.74,0
20110715,328.9,330.83,327.72,329.7,0
20110718,327.43,328.35,323.06,323.8,0
20110719,324.74,326.65,324.14,326.12,0
20110720,328.68,330.76,327.77,330.43,0
20110721,331.77,338.16,328.48,337.13,0
20110722,338.83,340.21,337.18,338.44,0
20110725,336.46,338.83,336.16,337.78,0
20110726,337.9,339.01,335.37,337.15,0
20110727,336.32,336.42,330.58,332.86,0
20110728,328.74,333.18,328.25,332.85,0
20110729,328.59,330.8,326.59,329.87,0
20110801,333.61,333.73,324.35,325.76,0
20110802,323.51,324.84,319.96,320.81,0
20110803,315.57,316.42,309.29,310.8,0
20110804,315.91,316.05,301.04,301.1,0
20110805,293.4,304.88,293.22,296.93,0
20110808,291.77,298.24,282.99,285.2,0
20110809,282.88,287.74,265.85,287.74,0
20110810,292.66,292.92,276.33,277.29,0
20110811,284.33,284.33,269.19,283.07,0
20110812,284.08,292.17,278.26,291.99,0
20110815,293.6,295.94,291.87,293.79,0
20110816,291.24,292.02,287.29,291.71,0
20110817,289.31,294.84,286.88,292.99,0
20110818,288.9,291.0,275.78,279.25,0
20110819,278.33,278.33,268.74,274.63,0
20110822,271.69,282.49,271.69,276.32,0
20110823,279.65,281.75,275.88,278.05,0
20110824,279.17,283.66,275.5,281.18,0
20110825,283.59,284.59,277.15,278.45,0
20110826,278.25,278.35,269.86,276.06,0
20110829,280.98,282.54,278.31,281.48,0
20110830,283.86,284.81,280.33,283.55,0
20110831,285.59,294.14,284.21,292.1,0
20110901,294.56,295.81,289.74,293.16,0
20110902,290.55,291.18,284.2,286.42,0
20110905,280.01,281.16,272.46,275.09,0
20110906,273.96,277.3,270.35,273.62,0
20110907,279.59,280.85,276.8,280.85,0
20110908,281.03,284.28,279.21,283.12,0
20110909,281.68,283.35,275.43,275.79,0
20110912,269.27,270.89,265.29,268.75,0
20110913,272.37,272.68,263.95,269.49,0
20110914,267.41,274.23,266.74,273.75,0
20110915,274.94,279.94,274.5,278.49,0
20110916,281.01,284.15,278.19,281.12,0
20110919,275.91,277.74,273.5,275.12,0
20110920,272.64,279.84,272.41,279.51,0
20110921,278.61,279.23,275.24,275.5,0
20110922,269.06,269.98,262.79,263.51,0
20110923,266.71,267.22,256.36,264.47,0
20110926,260.46,272.34,260.31,270.04,0
20110927,275.67,282.33,274.19,281.53,0
20110928,278.96,283.37,276.95,278.25,0
20110929,277.28,285.07,276.61,284.1,0
20110930,282.4,282.85,277.28,278.84,0
20111003,273.31,276.87,271.99,275.86,0
20111004,271.84,272.75,266.13,270.14,0
20111005,275.1,278.42,272.39,277.91,0
20111006,279.74,285.26,278.74,285.26,0
20111007,286.53,290.24,283.64,288.1,0
20111010,290.16,293.9,287.71,293.05,0
20111011,292.3,293.23,289.57,292.11,0
20111012,292.15,300.79,291.06,299.72,0
20111013,298.53,301.45,296.14,296.8,0
20111014,298.67,305.06,297.42,302.02,0
20111017,305.34,307.52,297.75,299.19,0
20111018,296.64,300.01,294.48,298.12,0
20111019,301.14,304.2,299.9,301.64,0
20111020,297.82,302.03,296.37,299.3,0
20111021,300.68,305.84,299.4,305.84,0
20111024,307.15,308.71,303.57,308.66,0
20111025,307.65,309.59,302.47,304.09,0
20111026,304.98,307.93,301.65,303.64,0
20111027,311.8,316.1,309.86,314.91,0
20111028,316.82,318.18,311.11,312.84,0
20111031,309.97,311.96,308.37,308.46,0
20111101,300.92,301.13,292.63,296.12,0
20111102,298.2,298.92,293.03,298.63,0
20111103,293.17,305.32,292.51,305.09,0
20111104,306.29,306.87,300.3,302.43,0
20111107,299.93,302.47,296.41,299.65,0
20111108,300.3,308.19,300.07,304.58,0
20111109,305.78,306.67,293.59,294.53,0
20111110,289.32,297.54,289.06,294.19,0
20111111,295.2,301.73,294.19,300.55,0
20111114,302.38,302.72,296.15,297.23,0
20111115,294.97,296.79,290.04,293.68,0
20111116,292.2,296.93,291.02,294.78,0
20111117,293.37,294.34,288.96,290.11,0
20111118,288.25,292.25,287.43,288.74,0
20111121,285.91,286.01,278.83,279.21,0
20111122,281.14,281.79,277.23,277.61,0
20111123,274.92,278.35,273.44,273.49,0
20111124,274.23,276.4,270.07,271.81,0
20111125,270.86,275.21,268.74,274.1,0
20111128,276.71,284.75,276.71,284.65,0
20111129,284.74,287.69,282.14,287.51,0
20111130,284.99,300.91,284.18,299.11,0
20111201,300.2,300.28,296.82,297.25,0
20111202,300.54,303.82,299.77,300.53,0
20111205,303.47,306.75,301.94,305.61,0
20111206,302.96,306.28,302.72,305.35,0
20111207,308.54,309.13,300.63,304.49,0
20111208,306.37,307.56,299.86,300.03,0
20111209,297.31,305.83,297.31,304.86,0
20111212,303.08,303.08,297.72,297.92,0
20111213,297.55,300.85,296.14,298.44,0
20111214,297.0,298.46,292.27,292.87,0
20111215,293.1,296.54,292.11,295.24,0
20111216,295.61,296.87,293.86,294.32,0
20111219,291.76,296.8,291.35,293.74,0
20111220,293.19,301.73,292.63,301.44,0
20111221,304.25,306.85,300.47,300.85,0
20111222,302.42,305.84,302.42,304.83,0
20111223,307.13,308.2,306.06,307.84,0
20111227,308.66,311.53,307.81,309.5,0
